Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,LoanDefault
45,15869,100461,577,68,4,19.35,48,0.61,High School,Part-time,Single,Yes,No,Auto,Yes,0
56,49841,210003,529,61,4,10.64,36,0.67,Master's,Part-time,Divorced,Yes,No,Business,Yes,1
24,138569,207036,403,58,4,13.28,60,0.22,PhD,Unemployed,Single,Yes,No,Auto,Yes,0
40,84380,75069,323,25,3,8.08,36,0.69,Bachelor's,Self-employed,Married,No,Yes,Auto,No,0
48,52904,227416,761,31,4,15.72,60,0.88,PhD,Part-time,Single,No,No,Education,Yes,0
33,37686,209556,739,112,1,15.11,12,0.28,PhD,Part-time,Divorced,Yes,Yes,Auto,Yes,0
22,70982,175650,498,71,1,5.07,60,0.28,Master's,Self-employed,Married,Yes,No,Education,No,0
45,19107,182828,760,54,1,20.22,12,0.24,High School,Unemployed,Divorced,Yes,No,Home,No,1
57,49982,142832,755,78,2,23.49,48,0.5,High School,Self-employed,Divorced,Yes,No,Education,No,0
32,121181,245173,505,119,2,15.01,24,0.79,Master's,Full-time,Divorced,Yes,Yes,Education,Yes,1
30,82497,172529,591,65,2,7.07,24,0.78,PhD,Full-time,Married,Yes,Yes,Education,No,0
20,120695,176711,512,5,1,24.08,36,0.42,Bachelor's,Full-time,Single,No,Yes,Home,No,0
64,102324,239813,396,79,3,10.39,48,0.86,Bachelor's,Self-employed,Divorced,Yes,No,Other,No,0
61,139934,247119,768,14,3,18.27,60,0.76,Bachelor's,Self-employed,Divorced,Yes,Yes,Education,No,0
28,111235,157134,435,28,4,22.66,36,0.56,PhD,Full-time,Married,No,No,Business,No,1
68,70063,96851,747,22,4,2.63,24,0.41,High School,Self-employed,Married,Yes,Yes,Home,No,0
21,65740,135745,652,32,3,23.22,60,0.27,High School,Unemployed,Married,No,Yes,Business,Yes,1
59,145961,196195,577,40,4,17.45,48,0.67,PhD,Full-time,Married,No,Yes,Auto,Yes,0
35,50181,179099,570,91,4,23.61,60,0.81,Master's,Part-time,Single,Yes,No,Home,Yes,0
20,126647,213273,684,40,4,24.07,48,0.42,Master's,Self-employed,Divorced,No,No,Home,No,1
21,85446,197499,776,89,1,16.04,24,0.82,PhD,Part-time,Divorced,No,Yes,Other,No,0
32,32502,80195,343,106,4,24.38,36,0.82,PhD,Unemployed,Single,No,No,Home,Yes,0
64,138752,156244,572,64,2,15.35,60,0.67,High School,Full-time,Single,No,No,Home,Yes,0
22,108207,209723,739,56,2,22.66,24,0.8,Master's,Unemployed,Single,Yes,Yes,Other,Yes,1
56,131411,246653,643,52,1,21.27,12,0.5,Master's,Part-time,Married,No,Yes,Business,No,0
35,84037,69528,345,89,2,4.16,24,0.67,PhD,Part-time,Single,Yes,Yes,Business,Yes,0
32,66915,17284,370,61,1,8.41,60,0.17,Master's,Full-time,Married,No,No,Other,Yes,0
69,63747,181549,638,69,4,17.4,12,0.69,Master's,Self-employed,Married,No,No,Business,Yes,0
60,27580,235094,427,86,2,13.12,24,0.86,High School,Part-time,Married,No,No,Business,Yes,1
43,142999,241967,504,94,4,22.58,48,0.59,Master's,Unemployed,Divorced,No,Yes,Auto,No,0
56,90819,55188,689,33,1,18.36,60,0.86,Bachelor's,Part-time,Divorced,No,No,Auto,Yes,0
44,104829,208854,567,19,1,9.01,24,0.74,Master's,Part-time,Single,Yes,Yes,Other,No,0
64,64318,64911,450,29,3,14.15,36,0.33,Bachelor's,Unemployed,Divorced,Yes,Yes,Home,Yes,0
43,20241,153507,593,48,1,17.32,36,0.77,Bachelor's,Full-time,Divorced,No,Yes,Other,No,1
42,56048,90750,512,78,2,4.93,60,0.55,PhD,Unemployed,Single,Yes,Yes,Auto,Yes,0
34,131447,82862,650,51,2,14.59,60,0.36,High School,Unemployed,Divorced,No,No,Business,No,0
64,42301,90805,776,0,1,6.66,60,0.76,Bachelor's,Part-time,Divorced,No,Yes,Other,No,1
58,54755,12163,463,113,2,18.72,48,0.42,High School,Self-employed,Married,No,Yes,Other,No,0
50,143751,22221,704,63,1,11.86,36,0.41,Bachelor's,Self-employed,Single,No,No,Auto,No,0
23,116474,215524,680,8,3,15.4,36,0.17,High School,Full-time,Divorced,Yes,Yes,Auto,No,0
27,119005,9727,825,54,3,23.3,60,0.47,Master's,Unemployed,Married,Yes,Yes,Home,No,0
69,131748,41199,817,38,4,11.56,12,0.35,Bachelor's,Unemployed,Divorced,No,No,Home,No,1
65,46259,7812,792,100,2,10.6,60,0.49,PhD,Unemployed,Married,Yes,No,Education,No,0
20,68439,62011,427,54,1,20.96,60,0.29,Master's,Unemployed,Divorced,Yes,Yes,Business,No,1
44,114620,145184,326,7,2,3.94,60,0.7,Bachelor's,Part-time,Divorced,No,Yes,Education,No,0
40,94428,127464,542,62,4,8.08,60,0.89,Master's,Part-time,Single,No,No,Business,Yes,0
60,90923,135047,421,106,2,5.14,60,0.79,High School,Self-employed,Single,Yes,Yes,Business,No,0
55,149629,22900,671,74,4,8.52,24,0.28,Master's,Full-time,Divorced,No,No,Business,No,0
36,121618,81405,628,73,2,23.31,12,0.39,Master's,Full-time,Single,No,Yes,Education,No,0
22,48125,27169,409,104,3,7.96,36,0.73,Master's,Part-time,Married,Yes,No,Auto,No,1
68,102621,157752,522,61,3,17.64,60,0.74,Bachelor's,Full-time,Married,Yes,Yes,Business,Yes,0
30,117370,103887,319,27,2,12.54,48,0.16,PhD,Part-time,Married,No,Yes,Other,Yes,1
43,24499,204277,621,21,4,15.45,12,0.35,Master's,Full-time,Divorced,Yes,Yes,Auto,Yes,0
45,42971,16126,652,53,2,14.29,24,0.57,Master's,Full-time,Married,Yes,No,Education,Yes,0
58,67106,27189,784,48,3,20.17,60,0.14,Bachelor's,Self-employed,Divorced,Yes,Yes,Education,Yes,0
57,105510,57427,778,59,1,18.84,24,0.62,Bachelor's,Part-time,Married,Yes,Yes,Education,Yes,0
64,94874,72196,526,72,2,8.59,24,0.11,Master's,Full-time,Married,No,Yes,Auto,Yes,0
29,17168,160532,726,56,1,4.29,12,0.3,Master's,Full-time,Married,No,No,Education,No,1
30,127724,34471,393,74,1,18.91,12,0.69,Master's,Unemployed,Divorced,No,Yes,Education,No,0
68,146889,242820,569,4,3,15.83,12,0.29,Bachelor's,Part-time,Married,No,No,Auto,No,0
20,35950,184722,819,81,3,3.12,60,0.32,PhD,Full-time,Single,Yes,No,Education,No,0
43,97578,41490,681,94,4,20.47,36,0.64,High School,Unemployed,Divorced,No,Yes,Auto,Yes,1
55,93160,183855,387,101,2,3.02,12,0.79,Master's,Self-employed,Single,No,No,Education,No,0
38,43609,153952,689,27,4,23.99,48,0.41,PhD,Part-time,Single,No,No,Education,Yes,1
69,96048,5986,654,62,4,9.64,48,0.11,Bachelor's,Unemployed,Divorced,Yes,No,Auto,No,0
18,54987,227214,604,34,4,12.12,60,0.82,High School,Full-time,Married,Yes,Yes,Auto,Yes,0
44,115452,230288,346,97,4,6.26,36,0.48,Bachelor's,Self-employed,Divorced,Yes,No,Home,No,0
42,89388,136014,375,13,2,23.14,48,0.69,High School,Full-time,Divorced,No,Yes,Education,No,0
36,117925,37501,655,71,3,21.17,48,0.46,High School,Full-time,Divorced,No,No,Business,No,0
26,90518,106509,539,3,3,21.38,48,0.13,PhD,Unemployed,Married,Yes,Yes,Education,Yes,0
21,133701,107143,474,78,2,13.4,48,0.42,High School,Part-time,Married,Yes,No,Education,No,0
25,52595,43139,304,45,3,22.27,60,0.27,High School,Unemployed,Married,Yes,No,Business,No,1
27,92015,28809,640,13,1,21.44,24,0.36,PhD,Self-employed,Divorced,Yes,Yes,Home,Yes,0
57,68516,35218,798,15,1,10.67,12,0.17,Bachelor's,Part-time,Married,No,Yes,Education,Yes,0
24,50567,206410,679,30,2,15.08,24,0.37,Bachelor's,Full-time,Single,No,Yes,Business,No,1
37,131965,135786,675,106,2,12.46,12,0.24,High School,Self-employed,Divorced,Yes,Yes,Education,Yes,0
19,85062,242954,812,44,4,7.9,36,0.69,PhD,Unemployed,Divorced,Yes,No,Auto,Yes,1
39,148980,50181,530,101,1,17.72,12,0.36,Bachelor's,Full-time,Married,No,Yes,Education,Yes,0
57,47379,148695,734,76,1,2.71,12,0.51,PhD,Part-time,Divorced,No,No,Education,Yes,0
43,77046,248230,815,66,2,2.3,36,0.15,PhD,Full-time,Single,Yes,Yes,Business,Yes,0
42,86471,26337,836,38,4,4.62,24,0.53,Bachelor's,Self-employed,Married,No,Yes,Home,No,0
68,55526,85192,803,107,1,17.76,24,0.29,Bachelor's,Self-employed,Divorced,Yes,No,Home,Yes,0
35,89089,38047,511,64,1,17.94,36,0.42,Master's,Unemployed,Married,No,No,Other,No,0
48,27729,187570,739,15,4,8.98,12,0.17,High School,Part-time,Single,No,No,Education,No,0
42,134511,148901,627,17,1,11.68,60,0.41,Bachelor's,Part-time,Single,No,Yes,Education,Yes,0
20,106964,15366,628,103,1,19.55,48,0.47,PhD,Full-time,Divorced,No,Yes,Business,Yes,0
23,35549,15083,419,75,2,22.87,48,0.39,PhD,Unemployed,Married,Yes,No,Auto,No,0
29,83889,239057,333,47,2,8.89,12,0.82,High School,Unemployed,Divorced,Yes,Yes,Home,Yes,0
38,25402,52738,572,88,4,24.7,24,0.69,High School,Self-employed,Married,Yes,Yes,Education,No,1
34,67815,202841,540,20,1,21.33,24,0.36,PhD,Unemployed,Divorced,No,No,Education,Yes,0
38,142103,139283,786,101,3,2.68,36,0.72,High School,Part-time,Divorced,No,No,Business,Yes,0
39,130229,246653,459,18,3,14.89,48,0.55,Master's,Self-employed,Married,No,Yes,Business,No,0
46,112554,28343,835,53,2,24.27,60,0.85,Master's,Unemployed,Married,Yes,No,Education,Yes,0
63,77299,23224,341,17,2,20.55,24,0.6,High School,Unemployed,Single,No,Yes,Other,No,0
22,99069,217461,371,60,1,23.4,48,0.58,High School,Self-employed,Single,No,No,Home,Yes,1
33,87550,142122,639,116,3,3.62,48,0.82,Bachelor's,Part-time,Married,No,No,Other,No,0
35,83832,63125,495,15,2,20.4,60,0.23,High School,Unemployed,Married,No,No,Other,No,1
23,109782,204793,526,26,3,16.4,48,0.47,Bachelor's,Unemployed,Single,No,No,Education,Yes,1
53,62208,72105,615,102,1,10.87,24,0.66,Master's,Self-employed,Divorced,Yes,Yes,Other,No,0
20,107669,124486,736,0,3,6.83,24,0.41,High School,Unemployed,Married,No,Yes,Home,Yes,0
21,41209,209065,425,69,3,14.04,24,0.44,PhD,Full-time,Single,No,Yes,Education,No,1
20,53421,128497,356,111,1,2.92,36,0.87,High School,Unemployed,Divorced,No,No,Business,Yes,0
58,104696,25378,406,37,1,14.71,60,0.88,Master's,Self-employed,Single,No,No,Education,Yes,1
28,140687,67131,827,21,1,4.17,12,0.4,Bachelor's,Full-time,Married,No,No,Other,No,0
58,84191,104072,560,35,3,23.93,24,0.29,Master's,Self-employed,Single,Yes,Yes,Other,Yes,0
47,50914,63511,407,55,4,19.66,36,0.54,Master's,Self-employed,Married,Yes,Yes,Home,Yes,0
56,143619,18533,813,70,4,14.23,24,0.82,Master's,Unemployed,Divorced,No,Yes,Home,No,0
29,30579,233904,459,100,4,7.4,12,0.38,Bachelor's,Unemployed,Married,Yes,No,Home,No,0
40,62386,229604,694,73,4,10.42,24,0.16,High School,Full-time,Single,No,No,Other,No,1
35,64497,156407,477,42,3,12.85,24,0.22,Master's,Full-time,Married,No,No,Auto,No,1
65,16647,27792,590,4,1,8.57,48,0.54,High School,Full-time,Divorced,No,Yes,Other,No,0
33,25856,231427,591,94,3,17.74,36,0.79,Bachelor's,Part-time,Married,No,No,Auto,No,0
43,105796,191690,830,108,2,4.62,48,0.19,Master's,Unemployed,Married,No,No,Business,No,0
31,63618,180750,499,46,1,23.76,12,0.33,Bachelor's,Self-employed,Married,No,Yes,Auto,No,0
34,142492,242656,617,46,2,8.85,60,0.13,Bachelor's,Self-employed,Single,Yes,No,Other,Yes,0
38,68507,225171,799,40,1,3.71,48,0.39,Master's,Unemployed,Married,Yes,No,Home,Yes,0
45,102912,93585,393,90,1,24.92,24,0.55,High School,Unemployed,Single,Yes,No,Other,Yes,0
63,32800,241753,822,81,3,24.02,36,0.87,PhD,Self-employed,Divorced,No,No,Auto,Yes,0
41,28232,50991,694,95,4,16.74,36,0.71,High School,Full-time,Married,Yes,No,Education,No,1
38,54336,220210,710,79,2,18.85,60,0.64,High School,Unemployed,Divorced,Yes,Yes,Education,No,1
49,53355,15267,680,82,1,20.75,48,0.27,Bachelor's,Part-time,Divorced,Yes,Yes,Education,Yes,0
56,54918,48627,664,16,3,22.97,60,0.84,High School,Self-employed,Single,Yes,Yes,Business,No,0
34,85822,185911,455,44,2,4.37,60,0.86,Master's,Full-time,Divorced,No,Yes,Other,No,0
18,116336,23925,407,76,1,23.02,12,0.76,Bachelor's,Full-time,Single,No,No,Auto,No,1
59,35830,217839,461,18,2,19.89,48,0.62,Master's,Part-time,Divorced,No,Yes,Auto,Yes,0
68,33813,171876,573,48,3,2.78,12,0.83,Master's,Full-time,Married,Yes,Yes,Education,No,0
30,101299,228141,740,115,2,19.94,48,0.31,PhD,Self-employed,Divorced,No,No,Business,No,1
52,135540,95235,843,104,2,20.82,48,0.41,PhD,Unemployed,Divorced,No,No,Other,No,0
57,148811,249091,349,82,3,5.95,48,0.67,High School,Self-employed,Single,Yes,No,Auto,Yes,0
62,127019,48661,775,83,2,17.44,48,0.63,High School,Full-time,Married,No,No,Home,Yes,0
32,138796,112870,434,80,2,4.5,48,0.85,High School,Unemployed,Married,Yes,No,Home,Yes,0
18,20121,198479,798,73,4,9.5,60,0.46,Master's,Self-employed,Married,Yes,Yes,Other,Yes,1
34,136353,190982,405,96,3,6.18,60,0.36,High School,Full-time,Married,No,Yes,Home,Yes,0
66,49358,38221,673,5,3,16.18,12,0.43,Bachelor's,Unemployed,Single,Yes,Yes,Business,No,0
32,136679,217327,658,47,2,22.78,48,0.15,Master's,Unemployed,Single,Yes,No,Education,No,1
37,118280,109820,534,23,4,17.93,36,0.81,Master's,Unemployed,Single,Yes,No,Auto,Yes,0
36,138960,18111,472,32,1,6.63,60,0.8,High School,Unemployed,Divorced,No,Yes,Business,Yes,1
27,125102,244980,327,59,4,18.44,48,0.58,High School,Full-time,Divorced,No,No,Other,Yes,1
24,110571,230294,642,9,3,18.03,12,0.71,High School,Unemployed,Married,Yes,No,Other,Yes,1
47,23114,233304,742,114,1,8.28,48,0.2,PhD,Full-time,Divorced,Yes,Yes,Home,Yes,0
29,15499,29167,744,79,3,15.87,36,0.62,Bachelor's,Unemployed,Married,No,No,Other,No,0
19,64922,170856,397,94,2,18.49,48,0.59,High School,Unemployed,Divorced,Yes,Yes,Home,Yes,0
35,125077,49447,792,19,2,24.6,12,0.21,Bachelor's,Part-time,Divorced,No,Yes,Business,Yes,1
54,103609,64386,313,48,2,6.55,24,0.89,Master's,Self-employed,Married,No,No,Auto,Yes,0
21,76089,218934,502,34,4,12.97,24,0.35,Master's,Self-employed,Divorced,Yes,Yes,Auto,Yes,1
34,102989,91760,406,23,1,5.32,24,0.63,Master's,Self-employed,Single,No,Yes,Auto,Yes,0
26,87923,195384,802,98,4,23.53,36,0.79,Master's,Full-time,Single,No,No,Other,Yes,1
67,141812,24968,778,58,3,9.29,12,0.73,High School,Unemployed,Married,No,No,Education,No,0
50,127423,163617,772,93,1,16.62,48,0.5,Bachelor's,Full-time,Single,No,No,Home,No,0
63,93284,72296,776,29,4,14.01,24,0.33,Master's,Self-employed,Divorced,Yes,No,Education,No,0
51,74629,201284,601,42,2,9.72,24,0.62,Bachelor's,Part-time,Divorced,No,No,Business,No,1
21,65727,207174,680,108,3,20.85,48,0.88,High School,Full-time,Married,No,Yes,Business,No,1
65,134085,98574,758,115,2,24.61,48,0.23,Master's,Part-time,Married,No,Yes,Education,No,0
31,117480,28226,440,7,1,8.38,48,0.61,High School,Self-employed,Divorced,Yes,No,Home,Yes,0
36,72045,135782,772,46,1,18.38,60,0.58,Bachelor's,Full-time,Married,Yes,Yes,Auto,Yes,0
42,64553,143062,383,43,4,16.42,24,0.73,Bachelor's,Full-time,Married,Yes,No,Other,Yes,0
31,91131,184735,589,40,1,4.23,60,0.13,PhD,Part-time,Married,No,No,Business,No,0
56,48900,183610,540,6,4,12.61,60,0.19,PhD,Part-time,Single,No,No,Business,Yes,1
39,33977,57803,776,115,2,23.45,24,0.24,PhD,Self-employed,Divorced,Yes,No,Education,Yes,0
46,147685,170992,538,99,3,9.4,48,0.75,High School,Unemployed,Married,No,No,Auto,Yes,0
57,29493,117036,749,17,3,15.46,24,0.18,High School,Unemployed,Single,No,Yes,Other,No,0
19,109104,187794,423,34,2,5.87,12,0.18,PhD,Part-time,Single,No,No,Business,No,1
53,88703,95081,456,0,2,5.18,48,0.67,High School,Self-employed,Single,Yes,Yes,Business,No,1
44,54455,126222,664,87,3,13.2,48,0.65,Master's,Part-time,Married,No,No,Home,No,0
69,22015,81850,488,54,2,24.14,36,0.26,Master's,Self-employed,Married,Yes,No,Other,Yes,0
32,40700,161250,334,78,2,23.47,36,0.89,High School,Self-employed,Divorced,No,No,Home,Yes,1
29,123473,131632,636,11,4,17.67,48,0.77,Bachelor's,Part-time,Single,No,No,Other,No,1
65,120091,165483,670,64,3,14.32,12,0.78,PhD,Unemployed,Single,No,Yes,Other,Yes,0
32,23530,44457,578,53,2,7.69,60,0.24,High School,Full-time,Married,No,Yes,Other,Yes,0
30,114745,105563,464,84,4,24.12,36,0.16,High School,Unemployed,Married,Yes,Yes,Home,Yes,1
66,39876,74451,781,14,1,4.28,48,0.37,Master's,Unemployed,Divorced,Yes,No,Home,Yes,0
62,117806,140905,754,0,3,23.03,60,0.65,PhD,Full-time,Single,No,Yes,Business,No,0
50,136420,175497,693,37,3,5.78,36,0.27,Bachelor's,Part-time,Divorced,No,No,Other,Yes,0
31,46406,111593,692,87,1,4.6,48,0.56,Master's,Part-time,Divorced,Yes,No,Home,Yes,0
23,141902,146910,740,25,4,11.24,12,0.15,Master's,Unemployed,Divorced,No,No,Business,Yes,0
31,80245,18678,312,101,4,5.97,36,0.35,High School,Full-time,Married,No,Yes,Other,No,0
21,17078,69258,318,21,3,17.17,60,0.62,High School,Self-employed,Divorced,No,No,Auto,Yes,1
29,56125,72770,747,48,4,23.07,12,0.59,High School,Self-employed,Married,No,Yes,Home,No,1
55,101730,248928,419,102,2,9.82,60,0.78,High School,Self-employed,Married,Yes,Yes,Auto,No,0
32,45171,16267,621,26,4,18.32,48,0.36,PhD,Full-time,Married,Yes,Yes,Auto,Yes,1
24,130754,10800,629,77,1,4.69,48,0.2,Master's,Part-time,Divorced,No,Yes,Business,Yes,0
27,119278,204006,301,35,4,11.78,12,0.25,Bachelor's,Part-time,Single,No,No,Education,Yes,1
49,33661,206793,453,86,2,4.77,60,0.43,High School,Part-time,Single,No,Yes,Education,No,0
43,76950,64724,742,53,2,19.7,24,0.2,Bachelor's,Unemployed,Single,No,Yes,Auto,Yes,0
63,58356,66548,528,79,4,17.45,36,0.48,Master's,Unemployed,Single,Yes,No,Business,No,1
51,117640,47375,549,0,4,18.47,36,0.17,High School,Full-time,Divorced,No,Yes,Education,No,0
43,47045,184122,422,113,3,2.15,12,0.75,High School,Self-employed,Divorced,No,Yes,Other,Yes,1
59,135968,194867,832,13,4,9.39,60,0.29,Bachelor's,Unemployed,Single,Yes,No,Auto,No,0
34,113567,187860,752,56,3,3.64,60,0.85,Master's,Self-employed,Single,Yes,Yes,Auto,No,0
60,92286,107501,659,107,3,10.7,12,0.57,High School,Self-employed,Single,Yes,Yes,Business,No,0
58,68089,15323,713,53,3,7.87,36,0.53,PhD,Self-employed,Married,No,No,Business,Yes,0
37,27019,83031,495,42,4,13.29,24,0.42,Master's,Unemployed,Divorced,Yes,No,Education,Yes,0
21,32890,165527,812,14,2,8.19,48,0.78,PhD,Part-time,Married,Yes,Yes,Auto,Yes,0
29,107097,65923,792,6,2,20.87,36,0.21,High School,Part-time,Married,No,Yes,Home,No,1
33,127456,76857,473,89,2,2.8,24,0.37,High School,Part-time,Married,Yes,Yes,Other,Yes,0
55,136049,17962,617,54,1,13.0,12,0.11,Bachelor's,Full-time,Single,No,No,Other,Yes,0
33,140429,167463,354,49,2,19.48,36,0.87,PhD,Part-time,Divorced,No,No,Auto,Yes,1
33,29330,91320,605,68,4,15.95,36,0.85,High School,Part-time,Single,No,Yes,Education,No,1
35,27386,154161,697,118,4,14.06,60,0.37,Bachelor's,Unemployed,Divorced,Yes,No,Auto,Yes,0
35,58971,130352,761,10,3,9.55,60,0.37,PhD,Full-time,Married,No,Yes,Auto,No,1
18,28513,239216,759,113,1,13.79,36,0.52,Bachelor's,Self-employed,Married,No,No,Other,No,0
29,31676,213603,765,32,4,6.91,12,0.88,PhD,Full-time,Single,No,Yes,Education,No,1
42,148185,11242,639,72,4,12.86,48,0.78,Bachelor's,Self-employed,Divorced,No,No,Other,Yes,0
18,114173,23421,810,41,3,16.53,60,0.57,High School,Part-time,Single,No,Yes,Other,No,1
33,122019,164886,501,105,4,24.08,48,0.87,PhD,Part-time,Divorced,Yes,No,Business,Yes,0
58,58776,15098,788,72,4,6.68,36,0.38,High School,Self-employed,Single,No,No,Auto,Yes,0
57,19896,112568,346,78,2,23.82,36,0.66,Master's,Full-time,Married,No,No,Other,Yes,1
37,140949,218671,578,73,2,13.55,36,0.48,Master's,Self-employed,Divorced,No,No,Auto,No,0
27,93448,234608,355,67,2,17.21,48,0.47,Bachelor's,Unemployed,Divorced,Yes,No,Education,Yes,1
27,41168,87858,752,1,1,8.71,24,0.85,PhD,Part-time,Married,No,No,Other,Yes,1
56,133946,199868,525,94,2,16.12,24,0.85,Bachelor's,Part-time,Single,Yes,Yes,Education,Yes,1
46,74781,88539,533,67,2,14.45,24,0.43,High School,Self-employed,Married,No,No,Other,Yes,0
43,88389,249397,597,92,4,17.14,60,0.59,Bachelor's,Part-time,Married,No,No,Home,No,0
33,47035,34785,814,78,1,7.54,12,0.17,Bachelor's,Unemployed,Single,Yes,No,Auto,Yes,0
56,19679,73629,346,86,1,5.03,60,0.7,Master's,Part-time,Married,Yes,Yes,Auto,Yes,0
59,68089,8557,393,76,4,10.91,36,0.34,Bachelor's,Part-time,Divorced,No,Yes,Auto,No,0
43,85906,136109,794,22,4,14.52,36,0.3,High School,Self-employed,Single,Yes,No,Home,Yes,0
66,22107,230879,372,85,3,24.14,24,0.87,Bachelor's,Self-employed,Divorced,No,No,Education,Yes,1
44,18105,175408,789,93,2,8.56,12,0.14,Bachelor's,Self-employed,Divorced,No,Yes,Business,No,1
51,33220,28769,513,25,3,14.31,12,0.1,Bachelor's,Part-time,Divorced,Yes,Yes,Auto,Yes,0
52,37848,64144,605,87,4,20.42,12,0.17,High School,Unemployed,Single,No,Yes,Education,No,1
67,145444,73786,303,74,2,7.4,48,0.72,PhD,Unemployed,Single,Yes,Yes,Other,No,0
62,47396,235620,690,78,1,21.06,36,0.2,High School,Unemployed,Single,Yes,Yes,Business,No,0
29,53286,232114,484,97,4,4.91,36,0.53,High School,Part-time,Divorced,Yes,Yes,Home,Yes,0
23,82398,17646,556,118,2,14.72,48,0.75,Master's,Unemployed,Divorced,No,Yes,Education,No,0
19,85781,193122,610,25,3,10.3,60,0.45,High School,Full-time,Divorced,No,No,Business,Yes,1
65,22287,199184,353,108,2,8.51,36,0.64,Master's,Self-employed,Single,No,No,Auto,Yes,0
42,143423,5758,382,5,1,10.51,60,0.17,Bachelor's,Self-employed,Divorced,Yes,Yes,Business,No,0
25,16131,73469,361,30,3,19.84,12,0.23,PhD,Unemployed,Divorced,Yes,No,Home,No,1
43,40669,123370,465,77,4,19.56,60,0.32,Master's,Unemployed,Married,No,No,Other,Yes,0
54,120050,73525,729,23,3,5.89,24,0.66,PhD,Part-time,Married,Yes,No,Other,Yes,0
19,83420,228550,521,14,3,24.19,60,0.19,PhD,Self-employed,Single,Yes,No,Auto,No,1
62,90476,53093,659,32,4,18.81,12,0.19,Bachelor's,Part-time,Married,No,No,Auto,No,1
37,112551,82032,400,17,4,2.55,24,0.43,High School,Self-employed,Single,Yes,No,Home,No,0
27,89395,117791,412,85,2,17.81,12,0.7,Bachelor's,Self-employed,Single,Yes,Yes,Auto,No,0
37,127204,195615,729,28,4,10.55,48,0.56,Bachelor's,Unemployed,Divorced,Yes,Yes,Other,Yes,0
23,132717,231977,611,87,1,21.5,60,0.16,Bachelor's,Self-employed,Married,No,Yes,Auto,No,1
25,33167,34039,461,33,2,9.65,60,0.2,PhD,Full-time,Divorced,Yes,No,Auto,No,0
52,72581,100471,349,118,2,3.31,60,0.82,Master's,Self-employed,Single,No,Yes,Other,No,0
52,38748,249831,439,72,3,12.93,60,0.42,High School,Part-time,Single,Yes,No,Auto,No,0
68,39735,48818,434,53,4,7.37,48,0.79,PhD,Unemployed,Single,Yes,No,Other,No,0
48,49046,36164,455,48,3,16.69,60,0.78,Bachelor's,Full-time,Married,No,Yes,Home,Yes,0
41,109614,59220,368,93,3,15.72,12,0.79,PhD,Full-time,Married,Yes,No,Auto,Yes,0
45,105082,192138,840,75,1,3.81,36,0.56,Bachelor's,Part-time,Married,Yes,Yes,Auto,Yes,0
64,43191,58659,426,7,4,8.74,48,0.21,Master's,Self-employed,Divorced,No,Yes,Business,No,0
46,68677,105355,729,53,3,16.86,60,0.66,PhD,Unemployed,Single,No,No,Home,No,0
69,43565,41913,671,96,3,15.09,24,0.14,PhD,Full-time,Single,No,No,Education,Yes,0
61,17617,125879,560,115,3,7.63,12,0.14,Master's,Self-employed,Divorced,No,No,Auto,Yes,0
22,116214,64599,740,82,4,2.21,24,0.38,PhD,Self-employed,Married,Yes,Yes,Other,Yes,0
51,30082,23408,710,99,1,12.3,60,0.62,High School,Full-time,Single,No,No,Home,No,0
42,48999,83263,681,51,4,3.71,48,0.23,High School,Part-time,Divorced,Yes,No,Auto,Yes,1
41,46638,12886,338,49,4,23.13,36,0.19,Master's,Self-employed,Married,Yes,No,Other,Yes,0
62,120515,195799,698,102,1,21.04,12,0.59,Master's,Self-employed,Divorced,No,No,Other,No,0
25,25737,20855,819,56,2,24.64,12,0.68,Master's,Unemployed,Divorced,Yes,Yes,Education,No,0
21,137604,63873,391,118,2,9.26,12,0.84,Master's,Unemployed,Single,No,No,Education,No,0
36,116818,138888,670,104,1,22.17,60,0.12,Master's,Unemployed,Single,Yes,Yes,Auto,Yes,0
18,39029,197788,526,26,1,14.12,12,0.39,PhD,Unemployed,Married,No,Yes,Education,Yes,0
49,95960,123569,819,26,3,15.15,48,0.47,Master's,Full-time,Single,No,No,Other,Yes,0
67,47688,9324,578,93,3,19.37,48,0.17,High School,Full-time,Divorced,Yes,No,Business,No,0
19,85463,132178,648,71,3,16.24,60,0.36,High School,Part-time,Married,No,No,Home,No,1
59,74723,79492,415,112,1,16.91,12,0.52,PhD,Full-time,Divorced,No,Yes,Other,No,0
19,34125,156499,641,45,2,19.92,24,0.14,PhD,Unemployed,Single,No,No,Business,Yes,1
65,66960,48262,442,18,3,5.07,60,0.34,High School,Part-time,Divorced,No,Yes,Other,No,0
33,99194,229062,698,14,4,8.3,48,0.32,Bachelor's,Self-employed,Married,Yes,No,Business,Yes,0
62,126570,182125,837,8,1,21.9,48,0.9,PhD,Self-employed,Married,Yes,Yes,Home,Yes,0
21,76009,115773,392,22,2,10.47,24,0.16,PhD,Self-employed,Married,Yes,Yes,Business,No,1
39,117434,207386,414,94,2,17.77,24,0.4,High School,Part-time,Divorced,Yes,No,Auto,No,0
27,141242,215869,739,76,3,6.58,60,0.5,Bachelor's,Full-time,Divorced,Yes,Yes,Auto,No,0
