Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,income
67.6,58402.998055901844,125624.98515333631,768.0656610613376,111.48983923636605,2.0,15.748200837831991,12.0,0.6999999999534339,High School,Full-time,Single,No,No,Home,Yes,0
66.80000000000001,42968.33303723213,227639.19808445478,825.6736571601764,116.74556171841584,1.0,14.068127543821031,12.0,0.3799999999534339,Bachelor's,Part-time,Divorced,Yes,Yes,Business,No,0
68.19999999999999,54222.06442499372,241911.3745696357,763.4744735708168,44.7787849783848,4.0,19.817604807270136,47.99999999720603,0.46999999963911254,PhD,Unemployed,Single,Yes,No,Education,No,0
68.4,55082.49215250264,225252.16539142936,569.9373499257345,56.87571727830817,2.0,17.353465461794627,60.0,0.31999999997671696,High School,Full-time,Divorced,Yes,Yes,Auto,No,0
29.6,43117.11941275958,230868.7010580927,554.3572326361568,32.89798916175449,2.0,14.971470156342601,60.0,0.8299999998719432,Bachelor's,Unemployed,Single,No,No,Business,No,1
64.4,50695.8443701218,11308.38189059598,602.1741851540687,105.66971665217302,2.0,5.765837208758071,60.0,0.529999999802094,High School,Part-time,Married,Yes,Yes,Home,Yes,0
42.0,66641.0687852977,39101.79214310408,340.3324017893366,48.29190338060537,3.0,22.368856677384784,60.0,0.2699999995925464,Bachelor's,Part-time,Married,No,Yes,Home,Yes,0
20.2,21915.769542525002,247270.97717874474,407.456121688582,27.830187563279225,1.0,14.996718689221126,60.0,0.2200000001396984,Bachelor's,Full-time,Single,Yes,No,Auto,No,1
66.4,20376.44662534479,245215.79195772664,627.92076275263,10.469212969408654,1.0,17.09715327250705,60.0,0.4700000001979061,High School,Self-employed,Divorced,Yes,No,Auto,No,0
22.0,17747.12964785684,249587.38882037517,622.4424091764824,3.7507891177085204,3.0,19.773117929963192,60.0,0.17999999990686777,Bachelor's,Part-time,Single,Yes,No,Other,No,1
18.0,51486.92114428545,170174.41533831286,707.9613843688186,44.05424337579269,3.0,24.041664803084373,12.0,0.7800000000465661,High School,Part-time,Divorced,Yes,No,Home,No,1
68.0,51248.030145603705,232963.6220024069,493.70748993212067,114.2746457991364,4.0,19.41820501752855,47.99999999720603,0.14000000004656615,High School,Full-time,Divorced,Yes,Yes,Home,No,0
62.4,69182.76597623382,107918.99997034087,832.3674765923917,57.71219636982126,4.0,20.537796455118297,47.99999999720603,0.4999999999068677,Master's,Part-time,Married,Yes,Yes,Home,No,0
20.0,55114.55606970856,175079.41258471445,624.0835528057264,76.89276879604272,1.0,22.378608660013093,60.0,0.47000000001164155,PhD,Full-time,Married,Yes,No,Auto,No,1
29.4,18255.620374131628,122751.55526801747,626.7649881590077,1.1724013328022327,4.0,16.967972362038672,47.99999999720603,0.48999999994179233,Bachelor's,Part-time,Married,Yes,No,Auto,No,1
26.6,49978.82261515591,24656.75214372034,677.4147947066033,48.55112251419367,4.0,6.148956394958998,35.999999994412065,0.36999999998835853,PhD,Part-time,Single,No,No,Auto,No,1
66.6,61007.961994280566,230868.25932825642,703.9178099499359,92.42704545646603,3.0,6.439234681047787,60.0,0.39000000010477376,High School,Part-time,Divorced,Yes,No,Home,No,0
49.0,61621.963638613684,207263.67324621035,574.098073016875,32.225286348775334,4.0,24.57171373777132,60.0,0.11999999955762178,High School,Full-time,Divorced,No,No,Auto,Yes,1
30.0,64740.746037306664,239122.52223123854,568.8399142163898,46.63366321302803,2.0,17.639540870890382,47.99999999720603,0.3699999996158295,High School,Unemployed,Single,Yes,No,Auto,No,1
33.0,50900.96090505155,162513.65151787028,347.9458368415818,0.11725360157835614,4.0,23.73025036707061,60.0,0.32999999975552785,High School,Full-time,Single,Yes,No,Auto,No,1
18.2,53591.58560291831,121283.53542520748,613.3240128034549,1.2586375629200222,3.0,21.29713903825664,47.99999999720603,0.2699999995925464,High School,Part-time,Single,Yes,Yes,Other,No,1
64.4,48825.48987469973,160605.3895757546,709.5684737608694,36.37430223225949,2.0,11.19959105646461,60.0,0.19999999983701855,High School,Self-employed,Single,Yes,No,Auto,No,0
67.6,77402.549080043,120599.57914063698,628.3312384147036,104.68238464199993,4.0,17.79686650354808,12.0,0.4999999999068677,High School,Self-employed,Married,Yes,Yes,Home,No,0
62.2,103030.77930154157,27317.561859990834,480.1214056774325,33.49780473706727,4.0,9.66212268699243,35.999999994412065,0.2599999998137355,Bachelor's,Part-time,Divorced,Yes,Yes,Auto,No,0
24.0,21892.249527516367,228955.88561995793,708.0928410231352,16.161783123193725,1.0,15.38702837785404,12.0,0.8400000000232831,Bachelor's,Unemployed,Married,Yes,No,Education,No,1
19.6,67764.99996714923,43812.204459368295,709.7393995336581,60.44060719791813,1.0,14.610417073986124,47.99999999720603,0.8599999999534339,Bachelor's,Part-time,Married,Yes,No,Home,No,1
66.0,20459.848339620243,228962.64154843116,778.171966617967,55.22478983416799,3.0,4.827599230671208,60.0,0.8599999999534339,High School,Self-employed,Divorced,Yes,No,Auto,No,0
30.4,49905.3658410088,169132.83349464944,635.5028414215201,3.162400261536799,3.0,22.422299916679577,47.99999999720603,0.370000000174623,High School,Part-time,Single,Yes,Yes,Auto,No,1
67.0,48919.785387172546,179117.4346377415,742.598755523469,110.33451077931899,4.0,22.483410130453628,60.0,0.12000000011641533,PhD,Full-time,Single,Yes,No,Other,Yes,0
58.0,56643.73066166991,127052.29393109035,352.15614747306245,37.510330875755834,4.0,14.0250915365841,47.99999999720603,0.25999999944120644,High School,Self-employed,Married,Yes,Yes,Home,No,0
24.0,51948.504267114564,229440.4296572042,696.4284796254776,30.107500783658473,3.0,22.337759203095402,47.99999999720603,0.4499999998952262,High School,Self-employed,Divorced,Yes,No,Auto,No,1
51.4,130184.95663370517,88796.22562455857,827.5339870335381,54.324495502357486,4.0,23.499342112468874,47.99999999720603,0.3599999998370186,PhD,Part-time,Married,Yes,Yes,Auto,No,0
18.8,69366.57936850112,170149.1396084123,639.7405550949603,15.958243779362704,4.0,3.925676399293746,60.0,0.639999999976717,Bachelor's,Part-time,Single,Yes,No,Other,No,1
54.0,84432.3913526955,11113.98745466815,585.1141925195964,27.454147609056474,2.0,17.25561222176897,12.0,0.7399999994412065,Bachelor's,Part-time,Divorced,No,Yes,Home,Yes,0
22.2,59451.1937146774,230987.38693544347,520.5801443854766,110.53629109857984,4.0,17.308496299325142,60.0,0.739999999254942,High School,Full-time,Divorced,No,No,Auto,No,1
18.8,118481.05497439277,177789.19573869303,419.2559584000278,10.259296645470732,2.0,18.662499924365548,35.999999994412065,0.8799999998835847,Bachelor's,Unemployed,Divorced,Yes,Yes,Business,No,1
61.0,62962.88505994153,86125.57249073069,818.1431103628462,19.26687238208644,1.0,23.025269757726996,47.99999999720603,0.16999999956926332,PhD,Part-time,Married,No,No,Business,No,0
61.0,75766.28733557189,48907.95410914066,309.3915997711922,114.81251906156831,3.0,12.203019091750733,12.0,0.1299999998952262,High School,Self-employed,Divorced,Yes,Yes,Home,Yes,0
26.4,69241.7027770301,104162.17702842368,554.7768879804706,53.177409084089426,2.0,21.418967091229042,60.0,0.27999999974388634,Bachelor's,Part-time,Married,No,No,Business,Yes,1
64.4,53112.90615941535,174067.64713427695,436.83599195299576,100.97912548365517,3.0,20.21601978783869,23.999999991618097,0.41999999962747103,PhD,Full-time,Married,No,No,Business,No,1
27.2,58478.096994957676,146899.3986684781,606.5425461001095,104.75638547324492,4.0,7.348501104265103,35.999999994412065,0.5200000000232831,High School,Part-time,Married,No,No,Auto,No,0
36.0,55272.43044654593,245888.91282899515,776.7457822202114,53.45335312314642,3.0,19.88074325764569,47.99999999720603,0.4199999998137355,PhD,Unemployed,Single,Yes,No,Auto,No,1
68.8,101170.29080568122,26124.724477046337,640.9438168245703,34.54587345210507,2.0,4.656130449126039,35.999999994412065,0.8599999999534339,Bachelor's,Part-time,Married,Yes,Yes,Home,No,0
64.8,17723.560106441742,107551.21639307383,433.57414810186583,77.53740471194902,3.0,21.300159213929476,60.0,0.3999999998835847,High School,Self-employed,Single,Yes,No,Home,No,0
56.2,117525.45000096397,56293.08815053038,579.6730448097626,110.45072171684605,1.0,19.751515836902314,60.0,0.2799999999301508,PhD,Self-employed,Single,Yes,No,Home,No,0
60.199999999999996,76283.13693137819,34819.17797745652,347.9534362354207,118.98181366920048,2.0,16.518758114010275,60.0,0.37999999976716936,Bachelor's,Part-time,Single,Yes,No,Auto,No,0
18.0,52032.54853623327,48578.31562851982,588.251891761844,70.51061482343603,3.0,23.663775092175648,60.0,0.18999999987194316,Master's,Part-time,Divorced,Yes,No,Auto,No,1
19.6,55732.854821160865,215508.6530355617,640.5994658080394,8.933212749178804,3.0,19.970860686486326,47.99999999720603,0.34000000009313225,High School,Part-time,Single,Yes,No,Auto,No,1
21.2,62504.812372573615,236110.35124959197,765.4702378542793,1.0289108990758915,3.0,14.126227083100524,12.0,0.4599999998603016,PhD,Unemployed,Single,Yes,No,Auto,No,1
25.4,54184.49569170491,24629.311167660475,606.4553418670444,3.768159786650948,3.0,17.342269771111262,23.999999991618097,0.8200000002793968,PhD,Part-time,Married,No,No,Other,Yes,1
65.0,35225.47848018573,45722.33033599386,338.8569395688495,91.86703555958043,1.0,8.16438749036854,23.999999991618097,0.4700000001979061,Master's,Self-employed,Married,Yes,Yes,Home,No,0
44.6,56660.24985515169,246846.2249963186,494.77133732283755,68.5454551935069,4.0,19.41904408130307,47.99999999720603,0.11999999955762178,PhD,Full-time,Single,Yes,No,Business,No,1
52.0,51391.168876674295,223811.70412918823,554.796766149997,4.3036989689114735,2.0,19.509402973891568,60.0,0.30999999982537707,Bachelor's,Unemployed,Single,No,No,Business,No,1
57.6,81638.07290964715,218000.01165051945,778.4877405288834,51.06712060376702,2.0,14.795865610916136,23.999999991618097,0.8600000001396984,PhD,Part-time,Divorced,Yes,Yes,Home,No,0
60.199999999999996,88668.68862387065,126593.0730761944,764.0273606616602,30.951441606029736,3.0,14.743528453298737,12.0,0.27000000015133996,High School,Self-employed,Single,Yes,Yes,Education,Yes,0
30.0,52238.890409767606,234202.62257719474,537.8515464504835,15.010391171791216,3.0,18.58979467066466,60.0,0.6300000000116415,High School,Self-employed,Divorced,No,No,Auto,Yes,1
21.2,20927.857419411852,207897.37476285952,675.2387210887947,40.19218356213351,4.0,19.193169765068028,60.0,0.39000000010477376,High School,Part-time,Married,Yes,No,Auto,No,1
65.0,82082.23936142965,78234.84782474927,583.8429983292806,109.21649114280392,2.0,17.61588681236978,60.0,0.789999999452848,Bachelor's,Part-time,Married,Yes,Yes,Home,No,0
26.6,30343.737367284655,241544.385535732,500.107102306119,75.00454656290928,1.0,14.122352197487455,60.0,0.23999999913852663,High School,Unemployed,Single,Yes,Yes,Auto,No,1
18.8,60738.199577470354,224055.9668123014,834.7214674457725,25.783813873954074,4.0,17.443269945910032,47.99999999720603,0.19999999983701855,High School,Part-time,Married,Yes,No,Home,No,1
66.80000000000001,46823.03330620379,243953.39333278904,418.20469477311815,108.76406712521894,3.0,14.0942869051486,23.999999991618097,0.6699999996856787,High School,Part-time,Married,Yes,No,Other,No,0
25.2,55114.58925491492,242889.29279218643,778.3175147204468,19.6736175347291,4.0,14.744774847306491,12.0,0.7199999996973202,Master's,Full-time,Single,Yes,No,Auto,No,1
62.8,36011.200557329736,42866.81049952908,332.01399884140443,40.038301952657825,1.0,2.4224993345589607,35.999999994412065,0.27999999974388634,Bachelor's,Part-time,Divorced,Yes,Yes,Home,No,0
67.0,75522.73843492795,9549.585811772753,518.1064274162302,33.501464756089604,1.0,5.783058717998922,12.0,0.5999999999301509,High School,Part-time,Married,No,Yes,Business,Yes,0
26.0,67929.80722383148,249685.52105692343,562.4251330933591,2.9742809692337833,1.0,19.81913679866799,47.99999999720603,0.16999999956926332,Bachelor's,Part-time,Single,Yes,No,Home,No,1
18.2,54271.50629717217,238054.69359347937,769.455636364514,4.891137480244771,4.0,19.970903872687117,47.99999999720603,0.4599999998603016,PhD,Part-time,Single,Yes,No,Auto,No,1
26.0,56366.76388111542,213338.28275308438,751.1265792157797,42.63427313967475,4.0,19.886492096783243,47.99999999720603,0.3699999996158295,Master's,Part-time,Married,Yes,No,Auto,No,1
30.4,56496.63811438382,247598.57640174183,793.9920736392942,3.759924840824661,4.0,19.190099755045985,60.0,0.37999999976716936,Bachelor's,Part-time,Married,Yes,No,Auto,No,1
67.4,55117.1797750865,143677.98776338762,680.8419958047666,29.3931836447197,2.0,17.425672810931147,23.999999991618097,0.3199999996041879,Master's,Unemployed,Single,No,No,Other,Yes,0
34.003112840466926,55094.97591804456,38130.01547668362,427.72525300591377,109.15261907576411,2.0,22.356245444956294,47.99999999720603,0.6799999998370185,High School,Self-employed,Married,Yes,No,Home,No,0
23.2,64832.406468412235,230875.73519936664,562.9188816328344,50.58923291358846,4.0,24.4902186362539,47.99999999720603,0.4999999999068677,High School,Part-time,Divorced,Yes,No,Business,No,1
19.6,54234.53382913478,61958.34738809577,365.20783093064273,59.75524346431606,3.0,22.72669118340749,47.99999999720603,0.4599999998603016,High School,Self-employed,Married,Yes,Yes,Auto,No,1
24.2,56786.66336791769,77281.93710028239,605.1731259224873,9.615966470124192,4.0,22.71549334090797,47.99999999720603,0.4900000001280569,Master's,Part-time,Married,Yes,No,Home,No,1
26.8,16211.621332437411,54543.83183921311,352.4246160137524,16.749029930855386,4.0,22.714763891290588,23.999999991618097,0.2699999999650754,High School,Self-employed,Single,Yes,Yes,Home,No,1
26.4,68325.1803291019,227578.10385380362,623.9581699655294,29.704401159357374,1.0,19.510649464249298,12.0,0.6800000000232831,Bachelor's,Part-time,Divorced,Yes,No,Education,No,1
41.2,77469.3531316508,107543.87632038069,339.2174323308788,48.61546266069996,1.0,19.658559097353965,47.99999999720603,0.2899999998952262,Bachelor's,Part-time,Single,Yes,No,Auto,No,0
19.6,114245.09675169436,213061.4101418996,508.16311717432995,78.25460156198932,1.0,24.834439773737557,12.0,0.7099999995459803,Bachelor's,Full-time,Divorced,Yes,No,Education,No,1
22.4,50917.45495822547,162394.15900590693,416.83890658729683,9.413278003552294,2.0,12.187540580357318,60.0,0.11999999993015081,Bachelor's,Full-time,Single,Yes,No,Auto,No,1
46.400000000000006,54200.39819343514,238111.82634305017,779.8096832851436,48.50845103350199,1.0,9.04279668796407,47.99999999720603,0.8599999999534339,PhD,Part-time,Married,Yes,No,Auto,No,0
33.0,69167.67428085713,16285.53589111323,314.954525172467,17.37729547810212,2.0,12.878132707008191,60.0,0.539999999953434,Bachelor's,Part-time,Divorced,No,No,Auto,Yes,1
27.6,59868.37939952346,240094.35524744316,551.5769004750944,56.86111998158999,1.0,16.629349131453633,60.0,0.2799999999301508,High School,Part-time,Single,Yes,No,Auto,No,1
64.6,54137.43979186831,128016.07360496558,432.0905419572002,84.79377239541937,3.0,13.056734999973964,47.99999999720603,0.7099999995459803,PhD,Self-employed,Divorced,No,No,Business,Yes,0
66.0,49438.907195427666,44782.57158270631,605.4259517426663,76.71977868879209,1.0,20.58821832507109,12.0,0.6199999996740371,High School,Self-employed,Divorced,Yes,Yes,Education,Yes,0
69.0,54192.79928398454,115559.87362876532,737.3212350903361,49.03185442300324,3.0,20.22342968987381,60.0,0.2699999999650754,PhD,Self-employed,Married,Yes,No,Auto,No,1
26.0,55206.52714074299,245888.38343760194,639.6277578081069,107.84321026803069,4.0,22.74923657485965,47.99999999720603,0.47000000001164155,High School,Unemployed,Married,Yes,No,Auto,No,1
20.0,17698.090020603988,246358.0714360061,845.4744445792107,58.976479562925284,2.0,15.468205759969589,60.0,0.7100000001047738,Bachelor's,Unemployed,Married,Yes,No,Business,No,1
53.0,54529.200486303824,54379.09581179244,640.8172495669726,107.79282193183731,1.0,22.28328109010898,47.99999999720603,0.2699999995925464,PhD,Self-employed,Married,Yes,No,Auto,Yes,0
68.0,81899.73571635055,230275.50516933098,353.230210048433,44.785828280445614,2.0,5.9487080251678615,47.99999999720603,0.2499999998486601,High School,Full-time,Divorced,Yes,No,Auto,No,0
40.4,59723.141767001274,244387.86648035698,563.392182291111,110.5673793995677,4.0,17.45451676631452,12.0,0.5499999999185093,High School,Full-time,Divorced,No,No,Other,Yes,0
48.8,115013.89742185638,122888.45136518788,339.2342197155194,85.36773410261789,2.0,21.19455380998658,60.0,0.29000000008149074,Bachelor's,Full-time,Divorced,Yes,Yes,Home,Yes,0
20.0,42984.30014955353,169722.14603917726,360.81120093488397,29.781196586271097,1.0,9.312370766427454,60.0,0.3399999991618097,Bachelor's,Unemployed,Divorced,Yes,Yes,Home,No,1
58.4,84013.7830721044,119175.54395454367,319.17538358671015,29.780217758794365,2.0,5.415063362867819,35.999999994412065,0.18999999987194316,High School,Self-employed,Divorced,Yes,Yes,Auto,Yes,0
22.8,15560.077729243338,227579.43799768094,641.8827084351524,80.55044852931762,3.0,20.586990526608886,60.0,0.539999999953434,High School,Self-employed,Single,Yes,No,Home,No,1
54.4,59857.4764879645,232392.79287149032,482.54065657466197,45.003964948701665,4.0,16.6267074345487,47.99999999720603,0.3499999998719432,High School,Unemployed,Divorced,Yes,Yes,Auto,No,0
60.800000000000004,53789.75684497616,111411.67765267465,468.10930809963247,118.0031065787196,2.0,2.9847257893077854,12.0,0.5200000000232831,High School,Full-time,Single,No,Yes,Other,Yes,0
65.0,50565.01455375203,102654.7187815734,769.6149081654416,22.204695463461032,2.0,20.898744467824876,60.0,0.2999999998603016,High School,Part-time,Divorced,Yes,Yes,Business,No,0
63.6,136640.74090591975,230457.52010520955,768.3917529274224,75.42908114577389,2.0,8.952022387802607,47.99999999720603,0.5999999999301509,Bachelor's,Self-employed,Single,Yes,No,Auto,No,0
18.0,69696.09539470964,154824.68075213596,631.8299782727449,67.49373358010635,1.0,4.644776669541555,35.999999994412065,0.6099999998952261,Bachelor's,Part-time,Married,Yes,Yes,Other,No,1
43.2,82469.39862531945,37497.02027149894,452.7714088980042,108.39975888710464,4.0,5.9416749585982584,60.0,0.2699999999650754,High School,Part-time,Divorced,Yes,Yes,Auto,No,0
43.0,72267.11564363915,238228.9930575967,565.5105023308449,28.563265617602333,4.0,20.21593426652857,47.99999999720603,0.21999999958090485,Master's,Full-time,Married,No,No,Other,Yes,1
52.0,44137.48607061186,93545.31596498222,617.6172068325377,81.44116042052423,2.0,16.1790117959769,60.0,0.7800000000465661,Bachelor's,Part-time,Married,Yes,Yes,Home,Yes,0
53.0,59880.869324440806,162362.98206197168,825.6779379867198,55.52380037715747,3.0,22.37891547580923,60.0,0.13666666653860982,High School,Full-time,Divorced,Yes,Yes,Business,No,0
21.6,43074.917823540265,215860.2320574923,624.0539745823605,86.14309322045723,2.0,6.4400241941702605,12.0,0.5299999999883585,Bachelor's,Unemployed,Divorced,Yes,No,Other,No,1
36.0,62623.0701809209,223692.88319486493,571.9006933073747,14.992460187289971,4.0,24.467761961719432,47.99999999720603,0.2400000000698492,High School,Unemployed,Divorced,No,No,Business,No,1
64.6,54107.10295096089,45242.69106837052,744.8295925319729,114.78323893709648,2.0,10.476770569080667,47.99999999720603,0.2599999998137355,PhD,Part-time,Married,Yes,Yes,Home,No,0
49.8,15564.428573770549,185932.9204412114,501.9395251273968,46.16971306413638,1.0,9.451256057282738,12.0,0.5299999999883585,High School,Full-time,Single,Yes,No,Other,Yes,0
64.8,110660.59373258255,171693.8280093609,476.8711435775904,101.11290574821477,2.0,9.673342507992253,60.0,0.4599999998603016,Bachelor's,Unemployed,Married,Yes,Yes,Auto,No,0
19.6,107640.42648548247,77575.62949465952,782.9615130897056,82.8112566703491,3.0,14.744696300664147,12.0,0.2599999998137355,Bachelor's,Self-employed,Married,Yes,Yes,Education,No,1
66.4,25175.59387633777,98826.71630942886,638.8296350875938,108.00529135856901,2.0,6.216667427894815,12.0,0.4799999997904524,High School,Part-time,Married,Yes,Yes,Home,No,0
67.6,64913.26172090561,230509.32118421173,757.4303658819829,30.922403057553435,4.0,17.7972515608783,47.99999999720603,0.3799999999534339,High School,Part-time,Married,Yes,No,Auto,No,0
46.8,30417.490954191308,214170.67617518143,642.816593178738,0.38076388844772335,3.0,18.316609630586257,60.0,0.5199999998370186,High School,Part-time,Married,Yes,No,Auto,No,1
21.2,40178.613919228694,46694.70118465244,304.6292743200039,75.37097567701036,3.0,12.519913876985648,12.0,0.2799999999301508,Bachelor's,Part-time,Divorced,Yes,No,Auto,No,1
52.800000000000004,43652.60287904242,43387.29634545448,624.0877421102691,46.8478916089162,1.0,9.735089782461312,60.0,0.2599999998137355,Bachelor's,Part-time,Single,Yes,No,Home,No,0
60.199999999999996,34007.094376108864,243804.2926024097,435.59253122974013,17.827641232830388,1.0,14.408351184993133,12.0,0.519999999650754,Bachelor's,Self-employed,Divorced,Yes,No,Other,Yes,0
39.400000000000006,56923.982337698806,108875.10717623754,631.0245357095321,24.49907435581532,2.0,21.118231262336074,60.0,0.27999999974388634,High School,Part-time,Divorced,Yes,Yes,Home,No,1
20.2,117777.65791498979,26122.197177820417,597.9853852605413,11.654147577391505,3.0,17.25837990162158,60.0,0.19000000005820766,High School,Self-employed,Divorced,Yes,Yes,Business,No,1
67.0,56186.564282399966,241903.19175968485,502.1939583346699,1.0831295128639622,1.0,9.5635603111362,47.99999999720603,0.27999999974388634,Bachelor's,Unemployed,Single,Yes,No,Auto,No,0
22.8,55271.20749627059,182159.5582673046,365.0916480967057,2.602163307043296,3.0,20.74506833677298,47.99999999720603,0.21999999976716936,High School,Full-time,Married,Yes,No,Other,No,1
42.400000000000006,49817.44195100815,69627.0723836094,672.9906605600822,46.62003759542016,4.0,17.327212068242304,60.0,0.38000000013969837,PhD,Part-time,Married,No,No,Home,Yes,1
19.4,21899.551907035882,239989.45727254017,555.3329736118515,23.35931481918304,1.0,21.103476917369633,12.0,0.2400000000698492,Master's,Unemployed,Single,Yes,No,Other,No,1
22.0,54217.00588080054,101205.81292242878,670.8158871682398,25.30421675446076,4.0,19.207218854966854,60.0,0.8900000000349246,PhD,Part-time,Divorced,Yes,No,Home,No,1
22.2,55517.17033784887,235279.23014630546,425.6101888997038,78.65100543891336,3.0,19.30111238928305,47.99999999720603,0.2400000000698492,PhD,Full-time,Divorced,No,No,Business,Yes,1
22.0,50967.79804758956,89056.43746388528,650.3495691438088,69.6992161911212,4.0,22.71425930110837,60.0,0.15999999979045243,High School,Part-time,Single,Yes,No,Auto,No,1
27.0,77476.98827457009,231430.73831089557,528.3382810895188,25.287817847749178,4.0,18.473304390358578,35.999999994412065,0.4700000001979061,Bachelor's,Part-time,Single,Yes,No,Auto,No,1
20.0,50862.76548673883,243785.48420795833,418.0452022201021,65.82344218106554,1.0,22.36694631962733,47.99999999720603,0.6599999999068678,High School,Full-time,Single,Yes,No,Auto,Yes,1
23.0,50588.980746374225,108397.13690024735,613.8682529825876,29.72952439792676,2.0,23.637758666038927,60.0,0.29000000008149074,High School,Part-time,Single,Yes,No,Business,No,1
55.199999999999996,42457.294874988336,212197.36741866852,435.8698183498042,74.5108912388121,4.0,19.083456763553777,12.0,0.7199999998835848,Bachelor's,Self-employed,Divorced,No,No,Home,No,0
46.6,143644.92736871025,210098.92957481995,767.4284850199308,112.23608183866276,4.0,3.442234191285035,35.999999994412065,0.539999999953434,High School,Part-time,Single,Yes,Yes,Home,No,0
57.0,49897.755052762746,165809.17870089627,630.7564399036944,116.59770183185994,2.0,12.36582402983816,47.99999999720603,0.5999999999301509,PhD,Self-employed,Divorced,Yes,No,Auto,No,0
24.6,118382.83631688003,9518.19561698432,522.6119721719558,107.58675744142074,1.0,17.150521401642013,60.0,0.14999999982537704,PhD,Full-time,Single,No,No,Business,Yes,0
65.2,136510.06472825631,28665.641985718543,605.4911269113634,84.21542015048102,4.0,20.603084832116288,23.999999991618097,0.7600000001164153,Master's,Self-employed,Single,Yes,Yes,Home,No,0
20.0,17673.376029524807,231049.07164111015,431.58262923769246,47.80756816868847,4.0,13.942391937240584,60.0,0.4400000001164154,High School,Full-time,Divorced,Yes,Yes,Home,No,1
35.0,53590.84540940445,182585.21312992676,639.66123351377,8.653580153047475,4.0,24.281085449685598,47.99999999720603,0.6199999996740371,PhD,Unemployed,Single,Yes,No,Auto,No,1
35.0,50884.98515074932,177853.205215161,568.8692759058599,48.493038324288335,4.0,17.302774577353333,60.0,0.36999999998835853,High School,Unemployed,Divorced,Yes,No,Auto,No,1
60.199999999999996,49971.08379989212,41414.67570649802,366.43934253636735,24.82569064312281,2.0,9.382233990210164,60.0,0.2899999998952262,High School,Self-employed,Divorced,Yes,Yes,Home,No,0
19.4,18510.917686312907,95041.84936891354,354.31105241000444,116.59041736940631,2.0,5.381397920816997,47.99999999720603,0.5799999998137355,Bachelor's,Self-employed,Married,Yes,Yes,Auto,Yes,0
27.2,53114.571453407305,175976.94977933934,368.2089611967581,30.031804792124735,2.0,22.726692607246036,47.99999999720603,0.42000000000000004,PhD,Unemployed,Single,Yes,No,Auto,No,1
61.0,31452.921401678566,196390.85646317128,446.0376906029502,44.86591838390238,2.0,7.510663543236596,12.0,0.7300000000349246,Bachelor's,Unemployed,Divorced,Yes,Yes,Auto,No,0
23.2,76751.79230563383,9730.189607611435,534.3548067827604,27.11269283693114,1.0,17.263523373853772,12.0,0.7199999998835848,Bachelor's,Part-time,Divorced,No,No,Home,No,1
28.6,63543.9859290712,225247.71746570425,574.097608760022,116.1510160407403,4.0,17.35357414456866,12.0,0.4399999999301508,High School,Unemployed,Married,No,No,Auto,No,1
67.0,90740.43650033149,207942.46365861557,751.6564636066687,101.57685567545165,4.0,18.288629458099287,60.0,0.7800000000465661,Bachelor's,Unemployed,Divorced,Yes,Yes,Auto,No,0
21.2,56642.69978334655,178997.39773439182,613.5250528935635,108.63125155764428,4.0,22.291436821257562,47.99999999720603,0.2699999995925464,High School,Part-time,Married,Yes,Yes,Auto,No,1
30.0,50966.89689325469,231346.98833013582,588.1299091684934,40.27738408261849,2.0,16.899378720491516,60.0,0.3999999998835847,Bachelor's,Part-time,Single,Yes,No,Home,No,1
22.8,21965.90575858087,207828.08158158048,727.5630187638018,19.22511614165854,2.0,17.798468482498656,60.0,0.17000000012805686,High School,Part-time,Married,Yes,No,Auto,No,1
67.6,75772.8812926416,43004.51893473149,721.2653018213496,105.72826188400579,1.0,10.884836407623915,47.99999999720603,0.26,PhD,Part-time,Single,Yes,Yes,Education,Yes,0
22.8,111195.74189000943,108825.11847283345,510.78061955277354,19.647884551586557,1.0,18.89329772977701,12.0,0.8799999998835847,Bachelor's,Part-time,Single,No,No,Home,Yes,1
69.0,68819.77396457823,46682.27560097404,778.8994771749478,78.00264566741014,1.0,14.818360397219276,23.999999991618097,0.8599999999534339,Master's,Part-time,Married,Yes,Yes,Auto,No,0
54.8,63753.01878973236,206692.71236630453,668.5122017149143,93.75933610199935,3.0,14.196276711972029,23.999999991618097,0.22999999991850928,PhD,Part-time,Married,No,No,Other,No,0
25.6,17689.431761431377,240107.43832131554,548.9836056658494,17.814256831029027,2.0,22.376136656828727,60.0,0.3299999999417923,High School,Full-time,Single,Yes,No,Auto,Yes,1
21.6,52112.26420999721,246665.05006005638,846.8011720443147,116.4283647615063,4.0,14.885319477465313,35.999999994412065,0.799999999976717,High School,Part-time,Divorced,Yes,No,Auto,No,1
26.8,18311.573051811563,177382.6017609012,347.97725189616375,45.139263049731795,4.0,16.613792298234486,60.0,0.31999999997671696,Bachelor's,Unemployed,Divorced,Yes,Yes,Business,No,1
68.6,34528.61453830745,46696.32095577575,587.7305235186896,90.89834380147474,1.0,2.5311398377155743,35.999999994412065,0.8899999994761311,Bachelor's,Self-employed,Single,Yes,Yes,Auto,Yes,0
36.8,53689.70901008968,162491.12272587864,606.6306709217911,33.50350747106213,4.0,9.684402901896835,60.0,0.8000000001629815,Master's,Unemployed,Divorced,Yes,Yes,Business,No,1
